year,lat,lon,Gear
2020,-8.43833,126.46162,Hand Line
2020,-8.44548,126.49472,Hand Line
2020,-8.431845,126.448885,Hand Line
2020,-8.42252,126.43901,Hand Line
2020,-8.438545,126.462135,Gill Net
2020,-8.42527,126.44425,Hand Line
2020,-8.43144,126.448185,Gill Net
2020,-8.42581,126.44591,Hand Line
2020,-8.43715,126.46071,Hand Line
2020,-8.43083,126.45119,Hand Line
2020,-8.43466,126.4573,Hand Line
2020,-8.43591,126.45666,Hand Line
2020,-8.4266,126.44469,Hand Line
2020,-8.43626,126.45615,Hand Line
2020,-8.43649,126.45814,Hand Line
2020,-8.43671,126.458385,Hand Line
2020,-8.43642,126.45613,Hand Line
2020,-8.43638,126.45511,Hand Line
2020,-8.4363,126.45527,Hand Line
2020,-8.42373,126.44051,Hand Line
2020,-8.43658,126.455895,Hand Line
2020,-8.41908,126.42514,Hand Line
2020,-8.42206,126.41111,Hand Line
2020,-8.43519,126.45549,Hand Line
2020,-8.422445,126.40552,Hand Line
2020,-8.430225,126.45173,Hand Line
2020,-8.417335,126.424055,Hand Line
2020,-8.43259,126.455675,Hand Line
2020,-8.41988,126.42999,Hand Line
2020,-8.42589,126.44946,Hand Line
2020,-8.42757,126.44625,Hand Line
2020,-8.43019,126.44719,Hand Line
2020,-8.43629,126.45863,Hand Line
2020,-8.43639,126.45948,Hand Line
2020,-8.42653,126.45079,Hand Line
2020,-8.44208,126.47057,Hand Line
2020,-8.43448,126.45241,Hand Line
2020,-8.41722,126.42081,Gill Net
2020,-8.43085,126.44794,Hand Line
2020,-8.428675,126.452935,Hand Line
2020,-8.43463,126.45724,Hand Line
2020,-8.42369,126.40476,Gill Net
2020,-8.43771,126.46298,Hand Line
2020,-8.42312,126.40433,Hand Line
2020,-8.42558,126.44363,Hand Line
2020,-8.4192,126.4304,Gill Net
2020,-8.43226,126.45252,Hand Line
2020,-8.43444,126.45459,Hand Line
2020,-8.43451,126.454845,Hand Line
2020,-8.43307,126.456645,Hand Line
2020,-8.42343,126.442225,Hand Line
2020,-8.42938,126.44783,Hand Line
2020,-8.43348,126.453,Hand Line
2020,-8.41708,126.42115,Hand Line
2020,-8.43179,126.454365,Hand Line
2020,-8.4176,126.41962,Hand Line
2020,-8.42106,126.44632,Hand Line
2020,-8.430445,126.44958,Hand Line
2020,-8.42088,126.43993,Hand Line
2020,-8.42796,126.449875,Hand Line
2020,-8.42324,126.39216,Hand Line
2020,-8.42112,126.40898,Hand Line
2020,-8.42762,126.44963,Hand Line
2020,-8.41705,126.42025,Hand Line
2020,-8.42333,126.44231,Hand Line
2020,-8.42347,126.44272,Hand Line
2020,-8.42007,126.430715,Hand Line
2020,-8.41895,126.42177,Hand Line
2020,-8.43868,126.46725,Hand Line
2020,-8.425355,126.445535,Hand Line
2020,-8.42405,126.44762,Hand Line
2020,-8.42169,126.40585,Hand Line
2020,-8.44632,126.50812,Hand Line
2020,-8.44573,126.50611,Hand Line
2020,-8.444485,126.491245,Hand Line
2020,-8.446805,126.50334,Hand Line
2020,-8.44706,126.50848,Hand Line
2020,-8.44575,126.49893,Hand Line
2020,-8.42426,126.45021,Hand Line
2020,-8.43969,126.480995,Hand Line
2020,-8.42267,126.39241,Hand Line
2020,-8.4254,126.38096,Hand Line
2020,-8.45332,126.51477,Hand Line
2020,-8.422,126.39101,Hand Line
2020,-8.42264,126.39118,Hand Line
2020,-8.42116,126.40114,Hand Line
2020,-8.42303,126.4474,Hand Line
2020,-8.42755,126.45432,Hand Line
2020,-8.425915,126.446225,Hand Line
2020,-8.421235,126.439545,Hand Line
2020,-8.42407,126.44856,Hand Line
2020,-8.42007,126.43119,Hand Line
2020,-8.429505,126.45418,Hand Line
2020,-8.42715,126.45077,Hand Line
2020,-8.42772,126.45247,Hand Line
2020,-8.44695,126.50313,Hand Line
2019,-8.44095,126.47515,Hand Line
2019,-8.435755,126.46704,Hand Line
2019,-8.43921,126.47531,Hand Line
2019,-8.435555,126.46521,Hand Line
2019,-8.39723,126.48197,Gill Net
2019,-8.436245,126.460985,Hand Line
2020,-8.42285,126.391935,Hand Line
2020,-8.44079,126.4743,Hand Line
2020,-8.43808,126.46865,Hand Line
2020,-8.43779,126.46871,Hand Line
2020,-8.44027,126.47944,Hand Line
2020,-8.44054,126.4751,Hand Line
2020,-8.44217,126.487065,Hand Line
2020,-8.44116,126.47732,Hand Line
2020,-8.43938,126.469415,Gill Net
2020,-8.43394,126.46284,Hand Line
2020,-8.44045,126.468375,Hand Line
2020,-8.43663,126.46608,Hand Line
2020,-8.43816,126.46731,Hand Line
2020,-8.43788,126.469405,Hand Line
2020,-8.43589,126.46145,Hand Line
2020,-8.44087,126.46946,Hand Line
2020,-8.43661,126.46238,Hand Line
2020,-8.43812,126.46599,Hand Line
2020,-8.44108,126.478225,Hand Line
2020,-8.43908,126.46834,Hand Line
2020,-8.43687,126.49517,Gill Net
2020,-8.43008,126.50749,Hand Line
2020,-8.44037,126.47521,Hand Line
2020,-8.42659,126.47183,Gill Net
2020,-8.448995,126.5104,Hand Line
2020,-8.44324,126.50668,Hand Line
2020,-8.44215,126.4814,Hand Line
2020,-8.43843,126.47834,Hand Line
2020,-8.44017,126.476725,Hand Line
2020,-8.4402,126.4773,Hand Line
2020,-8.44055,126.47924,Hand Line
2020,-8.43461,126.46096,Hand Line
2020,-8.43655,126.46445,Hand Line
2020,-8.4389,126.47266,Hand Line
2020,-8.43064,126.47592,Hand Line
2020,-8.42314,126.464825,Hand Line
2020,-8.43973,126.48681,Hand Line
2020,-8.45023,126.50999,Hand Line
2020,-8.43399,126.45664,Hand Line
